"category";"equip_name";"cost";"serial_number";"under_warrenty";"functionality";"status";"state";"district";"facility";"department";"manufacturer";"model";"price";"installation_date";"return_date";"borrow_date";"cluster"
"Laboratory";"Microscope";30000000;"UJ63cgJ";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"Blood Bank(Angul)";" Unilab";"RH85UXL";0;"11/11/16";"";"";1
"Diagnostic/Monitoring";"Multipara Monitor";65000000;"HT30tiP";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";" L & T";"Lunar";0;"18/10/11";"";"";1
"Diagnostic/Monitoring";"Multipara Monitor";65000000;"UU36dqX";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Philips";"MP-20";331442;"28/3/18";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"EG44ldD";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"ZK59kbR";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"KL39iaS";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"JZ72zwW";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"ZS88jtT";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"TN93dlB";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"HH00vbM";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"MQ04lhX";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"AIRSEP";"Newlife Elite";0;"16/5/17";"";"";2
"Laboratory";"Photoelectric Calorimeter";3500000;"RB38pvE";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";"Envernmental Scientific";"Colorimeter.Envirnmental Scientific";0;"14/2/13";"";"";1
"Laboratory";"Photoelectric Calorimeter";3500000;"EY34igR";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";"Systronics";"MODEL 112";0;"19/3/18";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"UB86jpW";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Datex Ohmeda";"3800";0;"27/10/11";"";"";0
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"GH08pkA";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"NELLCOR PURITAN BENNETT";"NBP-195";0;"28/10/11";"";"";0
"Laboratory";"QBC Machine";300000000;"LJ43yvX";"Yes";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";"LiLac Medicare (P) Ltd";"Parafuse";105840;"14/4/21";"";"";1
"Laboratory";"QBC Machine";6500000;"RR91emA";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";"Remi Motors";"RM 12 C";0;"3/4/19";"";"";2
"Laboratory";"QBC Microscope";30000000;"TW25uyZ";"Yes";"Active/in use";"Not Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";" Magnus";"MLXi";28800;"14/4/21";"";"";2
"Laboratory";"QBC Microscope";30000000;"OI38rdZ";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";" Magnus";"MLXi";0;"3/4/19";"";"";1
"Laboratory";"Rotor cum shaker";6500000;"FX62hnO";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";"M/s Remi Electrotechnik Ltd";"RS-12R";0;"3/5/07";"";"";0
"Laboratory";"Semi Auto Analyser";125000000;"TQ38gtM";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";"Merk Specialities Private Limited";"Mikra.";0;"24/12/12";"";"";2
"Laboratory";"Semi Auto Analyser";125000000;"OD40lnO";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";"M/s Robonik India Pvt Ltd";"Prietest";0;"3/12/20";"";"";1
"Laboratory";"Spectro Photometer";80000000;"NP90ilY";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"Pathology(Angul)";" Elico";"212";0;"24/12/12";"";"";1
"Respiratory";"Suction machine";6500000;"BB66usH";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Anand Surgical Industries";"Surgix";0;"18/10/11";"";"";0
"Respiratory";"Suction machine";6500000;"OP41stY";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Supreme";"instavac";11500;"11/5/21";"";"";1
"Respiratory";"Suction machine";6500000;"RJ56udW";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Anand Surgical Industries";"Surgix";0;"18/10/11";"";"";0
"Respiratory";"Suction machine";6500000;"XX12vgZ";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Angul DHH";"LR(Angul)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgix";0;"28/10/11";"";"";2
"Respiratory";"Suction machine";6500000;"RV54caY";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Angul DHH";"LR(Angul)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";5250;"31/3/19";"";"";2
"Respiratory";"Suction machine";6500000;"PZ49mqH";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"LR(Angul)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgix";0;"28/10/11";"";"";0
"Respiratory";"Suction machine";6500000;"QB15uqD";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"PPC(Angul)";"Supreme";"Instaavac";11500;"28/10/11";"";"";0
"Respiratory";"Suction machine";6500000;"BU44iiY";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Supreme";"instavac";11500;"11/5/21";"";"";1
"Respiratory";"Suction machine";6500000;"DL85gyD";"No";"Not in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Anand Surgical Industries";"Surgix";0;"18/10/11";"";"";0
"Respiratory";"Suction machine";6500000;"TU57pxH";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Anand Surgical Industries";"1/2 HP";13500;"8/2/17";"";"";1
"Respiratory";"Suction machine";6500000;"GJ98afJ";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"OT(Angul)";"Anand Surgical Industries";"1/2 HP";13500;"8/2/17";"";"";1
"Respiratory";"Suction machine";6500000;"ZP28lxQ";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"PPC(Angul)";"Instavac";"premium";0;"28/10/11";"";"";1
"Respiratory";"Suction machine";6500000;"ND47aiL";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"Anand Surgical Industries";"7-B";0;"16/5/17";"";"";2
"Respiratory";"Suction machine";6500000;"WT80mmN";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Angul DHH";"LR(Angul)";"Goley";"Suction Machine(Foot Op.)";6500;"18/2/17";"";"";2
"Respiratory";"Suction machine";6500000;"CW07tmR";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"Anand Surgical Industries";"7-B";0;"16/5/17";"";"";1
"Respiratory";"Suction machine";6500000;"YH38kbT";"No";"Not in use";"Not Available";"Odisha";"Angul";"Angul DHH";"SNCU(Angul)";"Anand Surgical Industries";"7-B";0;"16/5/17";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"FN02qiZ";"No";"Active/in use";"Available";"Odisha";"Angul";"Angul DHH";"LR(Angul)";"PHOENIX";"NBV 20";0;"28/10/11";"";"";1
"Laboratory";"Bacteriological Incubator";90000000;"SO72hiF";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Blood Bank";" Unilab";"UN-BI001";0;"18/8/13";"";"";2
"Laboratory";"Binocular Microscope";30000000;"TK69wyF";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";" Unilab";"Binacular Microscope";0;"9/11/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"OU79hnP";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";"FOCUS";"BPM 3";0;"9/11/11";"";"";1
"Laboratory";"Binocular Microscope";30000000;"UQ42waD";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";"FOCUS";"BPM 3";0;"9/11/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"UB26nsU";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";" Unilab";"Binacular Microscope";0;"9/11/11";"";"";1
"Laboratory";"Binocular Microscope";30000000;"XM64wfV";"No";"Not in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";" Unilab";"GE-48";0;"9/11/11";"";"";0
"Laboratory";"Binocular Microscope";30000000;"KQ97erY";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Blood Bank";" Unilab";"Binacular Microscope";0;"19/8/13";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"XT14adZ";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Eye";" Elico";"BP instrument.";0;"9/11/21";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"HT88msL";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Labour Room";"Anita Industries";"ELKOMETER";0;"2/4/18";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"IF13beZ";"No";"Not in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";"Remi Elektrotechnik Limited";"C-852";0;"9/11/11";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"XS57jkD";"No";"Not in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";"Remi Elektrotechnik Limited";"C-852";0;"9/11/11";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"HB09tmM";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Blood Bank";"Remi Elektrotechnik Limited";"C-852";0;"19/8/13";"";"";1
"Laboratory";"Deep Freezer";60000000;"VK12elV";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Immunization";"Vestfrost";"MF 304";0;"2/4/21";"";"";1
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"YU99taK";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Labour Room";"Freeplay";"Fetal Monitor";0;"12/5/20";"";"";2
"Laboratory";"Monocular Microscope";30000000;"PL67ycA";"No";"Not in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";" Magnus";"Monocular Microscope";0;"9/11/11";"";"";0
"Laboratory";"Monocular Microscope";30000000;"CM83xrQ";"No";"Not in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";" Magnus";"Monocular Microscope";0;"9/11/11";"";"";0
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"TL82xkZ";"Yes";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - OT";" Masimo";"Radical 7";65205;"5/8/21";"";"";1
"Laboratory";"QBC Machine";300000000;"JH41ldI";"Yes";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";"LiLac Medicare (P) Ltd";"Parafuse";0;"14/4/21";"";"";1
"Laboratory";"QBC Microscope";30000000;"YZ43zlX";"Yes";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";" Magnus";"MLXi";0;"14/4/21";"";"";1
"Laboratory";"Semi Auto Analyser";125000000;"RM36hjY";"No";"Not in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Pathology";"ISE GROUP";"Mini Techno";0;"9/11/11";"";"";0
"Respiratory";"Suction machine";6500000;"SR98riR";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - OT";"Mediplus";"sucction apparatus01";0;"2/4/18";"";"";2
"Respiratory";"Suction machine";6500000;"BS05gpK";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Labour Room";"Bioplus";"BIO-PLUS";0;"2/4/18";"";"";1
"Respiratory";"Suction machine";6500000;"HD61kjA";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Labour Room";"Anand Surgical Industries";"7-B";0;"2/4/18";"";"";2
"Laboratory";"Tube Sealer";25000000;"LW68biB";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Blood Bank";"LABTOP";"SEALER";0;"19/6/20";"";"";1
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"FC68mrN";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Labour Room";"CROWN";"WEIGHT";0;"2/4/18";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"EN49uoN";"No";"Active/in use";"Available";"Odisha";"Angul";"Athamallik-SDH";"Athamallik-SDH - Labour Room";"CROWN";"WEIGHT";0;"2/4/18";"";"";1
"Laboratory";"Bacteriological Incubator";90000000;"TD15avV";"No";"Not in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";" Yorco";"YSI438";0;"10/10/11";"";"";0
"Laboratory";"Bacteriological Incubator";90000000;"WR21xcL";"No";"Not in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";" Yorco";"YSI438";0;"10/10/11";"";"";0
"Laboratory";"Binocular Microscope";30000000;"AU62ucJ";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Adelta Optec";"Binacular Microscope";0;"10/10/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"HR06vaR";"No";"Active/in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Nikon";"YS-100";0;"25/3/16";"";"";1
"Laboratory";"Binocular Microscope";30000000;"PX43pgQ";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Adelta Optec";"Binacular Microscope";0;"10/10/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"MG95leI";"No";"Not in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Adelta Optec";"Binacular Microscope";0;"10/10/11";"";"";0
"Laboratory";"Binocular Microscope";30000000;"SE55ixW";"No";"Not in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Adelta Optec";"Binacular Microscope";0;"10/10/11";"";"";0
"Laboratory";"Binocular Microscope";30000000;"EB94cvB";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Blood Bank";" Unilab";"Binacular Microscope";0;"22/3/10";"";"";2
"Laboratory";"Boyles Apparatus";150000000;"PR14ysT";"Yes";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - OT";"Allied";"Jupiter 200";0;"16/6/21";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"YZ44biT";"No";"Active/in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Blood Bank";"Remi Motors";"c-854/8";0;"22/3/10";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"KV41nsZ";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Blood Bank";"Remi Motors";"c-854/8";0;"22/3/10";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"VQ89vlH";"No";"Not in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Remi Elektrotechnik Limited";"C-852";5188;"23/3/10";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"CT13olG";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Remi Elektrotechnik Limited";"C-852";5188;"23/3/10";"";"";2
"Laboratory";"Colorimeter";3500000;"TA15ypX";"No";"Not in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"M/s Merck Limited India";"Eazylab";0;"19/9/11";"";"";0
"Diagnostic/Monitoring";"ECG Machine";52000000;"TU50tnC";"No";"Not in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Radiology";"Maestros";"magicR";13500;"2/9/10";"";"";0
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"FN15jdH";"No";"Active/in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Labour Room";"Freeplay";"Fetal Monitor";0;"1/6/20";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"SQ65btO";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - NBSU";"AIRSEP";"Newlife Elite";46410;"9/6/20";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"TC26tfM";"No";"Not in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - OT";"M/s BPL limited";"OG4203";0;"1/11/18";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"LE79acK";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - NBSU";"AIRSEP";"Newlife Elite";46410;"9/6/20";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"VQ47chV";"No";"Active/in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - OT";" Masimo";"Radical 7";65205;"12/5/20";"";"";1
"Laboratory";"QBC Machine";300000000;"KO73wmR";"Yes";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"LiLac Medicare (P) Ltd";"Parafuse";0;"14/4/21";"";"";2
"Laboratory";"QBC Microscope";30000000;"DJ74kqM";"No";"Not in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";"Becton Dicknson";"424434";0;"10/11/15";"";"";2
"Laboratory";"QBC Microscope";30000000;"MK79bdR";"Yes";"Active/in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Pathology";" Magnus";"MLXi";0;"14/4/21";"";"";1
"Respiratory";"Suction machine";6500000;"KO35ksE";"No";"Not in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Labour Room";"Anand Surgical Industries";"Surgix";0;"17/8/11";"";"";0
"Respiratory";"Suction machine";6500000;"PY52iqE";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - NBSU";"Anasthetics Bombay";"Suction Machine(Foot Op.)";0;"3/1/10";"";"";2
"Respiratory";"Suction machine";6500000;"CF99jeJ";"No";"Active/in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - NBSU";"Anasthetics Bombay";"Suction Machine(Foot Op.)";0;"3/1/10";"";"";1
"Respiratory";"Suction machine";6500000;"LH20znQ";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - NBSU";"Anasthetics Bombay";"Suction Machine(Foot Op.)";0;"3/1/10";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"YV70ocP";"No";"Active/in use";"Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - NBSU";"Kidlee";"kidlee";4410;"9/6/20";"";"";1
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"JV23qjO";"No";"Not in use";"Not Available";"Odisha";"Angul";"Pallahara-SDH";"Pallahara-SDH - Labour Room";"Others";"Weighing Machine";0;"4/1/10";"";"";0
"Laboratory";"Bacteriological Incubator";90000000;"MR52wzW";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";" Yorco";"YSI438";38000;"10/10/11";"";"";2
"Laboratory";"Bacteriological Incubator";90000000;"GZ29stJ";"No";"Active/in use";"Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";" Yorco";"YSI438";38000;"10/10/11";"";"";1
"Laboratory";"Binocular Microscope";30000000;"BE97rxR";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Blood Bank";" Unilab";"Binacular Microscope";0;"15/9/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"DO82rpZ";"No";"Active/in use";"Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"Adelta Optec";"DN10";6915;"12/10/11";"";"";1
"Laboratory";"Binocular Microscope";30000000;"TH59ghG";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"Adelta Optec";"DN10";6915;"12/10/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"RM21frO";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"M/s Labovision India";"COX-10B";0;"13/10/11";"";"";2
"Laboratory";"Binocular Microscope";30000000;"KH65ntP";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"Nikon";"YS-100";0;"20/7/16";"";"";2
"Laboratory";"Binocular Microscope";30000000;"VH12ouW";"No";"Not in use";"Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Blood Bank";" Unilab";"BINOCULAR";0;"15/9/11";"";"";0
"Laboratory";"Boyles Apparatus";150000000;"NU39epN";"Yes";"Active/in use";"Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - OT";"Allied";"Jupiter 200";127967;"2/8/21";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"BU34ckT";"No";"Active/in use";"Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Blood Bank";"Remi Motors";"c-854/8";0;"15/9/11";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"JH78oaF";"No";"Not in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Blood Bank";"Remi Motors";"c-854/8";0;"15/9/11";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"KU87upW";"No";"Not in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"Remi Motors";"c-854/8";9200;"9/11/11";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"ZU80zsX";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"Remi Elektrotechnik Limited";"C-852";5188;"27/2/10";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"IQ41xkI";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"Remi Elektrotechnik Limited";"C-852";5188;"27/2/10";"";"";2
"Diagnostic/Monitoring";"ECG Machine";52000000;"MC52ybQ";"No";"Not in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Radiology";"Maestros";"magicR";13036;"3/9/10";"";"";0
"Laboratory";"Elisa Reader";100000000;"FE53bfN";"No";"Active/in use";"Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"Thermofisher Scientific";"multiscan EX";0;"3/12/19";"";"";1
"Laboratory";"Elisha Washer";100000000;"UG40lfB";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Pathology";"BioRad";"PW40";0;"20/12/19";"";"";2
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"MH62njG";"No";"Not in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Labour Room";"Maestros";"Fetal Monitor";88000;"3/7/10";"";"";0
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"MI27rvN";"No";"Not in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Labour Room";"Maestros";"Fetal Monitor";88000;"3/7/10";"";"";0
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"YQ63dpZ";"No";"Active/in use";"Not Available";"Odisha";"Angul";"Talcher SDH";"Talcher SDH(Angul) - Labour Room";"Freeplay";"Fetal Monitor";0;"15/4/20";"";"";2
